Year,Age_Group,NumVisits,Age_adjusted_rate,countyfips,County,zip,Lat,Lng
2009,Adults (18+),74.0,26.19639423,6037,LOS ANGELES,"90020
(34.06636144500004, -118.30164844599994)",34.06636144500004, -118.30164844599994
2009,All Ages,41.0,112.928657,6037,LOS ANGELES,"90021
(34.030124099000034, -118.24177861499999)",34.030124099000034, -118.24177861499999
2009,Adults (18+),33.0,103.1887687,6037,LOS ANGELES,"90021
(34.030124099000034, -118.24177861499999)",34.030124099000034, -118.24177861499999
2009,All Ages,424.0,62.07000047,6037,LOS ANGELES,"90022
(34.02358052100004, -118.15511747999994)",34.02358052100004, -118.15511747999994
2009,Children (0-17),167.0,69.43934609,6037,LOS ANGELES,"90022
(34.02358052100004, -118.15511747999994)",34.02358052100004, -118.15511747999994
2009,Adults (18+),257.0,59.51114924,6037,LOS ANGELES,"90022
(34.02358052100004, -118.15511747999994)",34.02358052100004, -118.15511747999994
2009,All Ages,279.0,60.89189328,6037,LOS ANGELES,"90023
(34.02418013100004, -118.20195663999999)",34.02418013100004, -118.20195663999999
2009,Children (0-17),138.0,81.67344429,6037,LOS ANGELES,"90023
(34.02418013100004, -118.20195663999999)",34.02418013100004, -118.20195663999999
2009,Adults (18+),141.0,53.67593413,6037,LOS ANGELES,"90023
(34.02418013100004, -118.20195663999999)",34.02418013100004, -118.20195663999999
2009,All Ages,55.0,22.28608079,6037,LOS ANGELES,"90024
(34.06136034300005, -118.44023674099998)",34.06136034300005, -118.44023674099998
2009,Children (0-17),20.0,59.43599969,6037,LOS ANGELES,"90024
(34.06136034300005, -118.44023674099998)",34.06136034300005, -118.44023674099998
2009,Adults (18+),35.0,9.386547774,6037,LOS ANGELES,"90024
(34.06136034300005, -118.44023674099998)",34.06136034300005, -118.44023674099998
2009,All Ages,107.0,29.17339701,6037,LOS ANGELES,"90025
(34.045183888000054, -118.45025632399995)",34.045183888000054, -118.45025632399995
2009,Children (0-17),20.0,40.95162662,6037,LOS ANGELES,"90025
(34.045183888000054, -118.45025632399995)",34.045183888000054, -118.45025632399995
2009,Adults (18+),87.0,25.08365302,6037,LOS ANGELES,"90025
(34.045183888000054, -118.45025632399995)",34.045183888000054, -118.45025632399995
2009,All Ages,324.0,43.86468791,6037,LOS ANGELES,"90026
(34.07687201300007, -118.26535895999996)",34.07687201300007, -118.26535895999996
2009,Children (0-17),154.0,76.6022459,6037,LOS ANGELES,"90026
(34.07687201300007, -118.26535895999996)",34.07687201300007, -118.26535895999996
2009,Adults (18+),170.0,32.49725505,6037,LOS ANGELES,"90026
(34.07687201300007, -118.26535895999996)",34.07687201300007, -118.26535895999996
2009,All Ages,186.0,36.95191289,6037,LOS ANGELES,"90027
(34.10546214900006, -118.29236751399998)",34.10546214900006, -118.29236751399998
2009,Children (0-17),42.0,47.47291775,6037,LOS ANGELES,"90027
(34.10546214900006, -118.29236751399998)",34.10546214900006, -118.29236751399998
2009,Adults (18+),144.0,33.29871395,6037,LOS ANGELES,"90027
(34.10546214900006, -118.29236751399998)",34.10546214900006, -118.29236751399998
2009,All Ages,142.0,48.61940956,6037,LOS ANGELES,"90028
(34.10072174800007, -118.32821815499994)",34.10072174800007, -118.32821815499994
